cycle chargeConsumedActive chargeConsumedIdle packetsgenerated PacketsReachedTheDAGROOT droppedNoRoute droppedNoTxCells droppedQueueFull droppedMacRetries idleListening AverageQueueDelay numTx numRxCells numTxCells aveHops
78 1263.3999999999999 7404.600000000039 2 0 0 0 0 0 301 26.8 10 4 5 0
79 1263.3999999999999 7503.00000000004 2 0 0 0 0 0 305 26.8 10 4 5 0
80 1263.3999999999999 7601.4000000000415 2 0 0 0 0 0 309 26.8 10 4 5 0
81 1263.3999999999999 7699.800000000043 2 0 0 0 0 0 313 26.8 10 4 5 0
82 1263.3999999999999 7798.200000000044 2 0 0 0 0 0 317 26.8 10 4 5 0
83 1263.3999999999999 7896.600000000046 2 0 0 0 0 0 321 26.8 10 4 5 0
84 1263.3999999999999 7995.000000000047 2 0 0 0 0 0 325 26.8 10 4 5 0
85 1263.3999999999999 8093.400000000049 2 0 0 0 0 0 329 26.8 10 4 5 0
86 1263.3999999999999 8191.80000000005 2 0 0 0 0 0 333 26.8 10 4 5 0
87 1263.3999999999999 8290.200000000052 2 0 0 0 0 0 337 26.8 10 4 5 0
88 1263.3999999999999 8388.600000000053 2 0 0 0 0 0 341 26.8 10 4 5 0
89 1263.3999999999999 8487.000000000055 2 0 0 0 0 0 345 26.8 10 4 5 0
90 1263.3999999999999 8585.400000000056 2 0 0 0 0 0 349 26.8 10 4 5 0
91 1263.3999999999999 8683.800000000057 2 0 0 0 0 0 353 26.8 10 4 5 0
92 1263.3999999999999 8782.200000000059 2 0 0 0 0 0 357 26.8 10 4 5 0
93 1263.3999999999999 8880.60000000006 2 0 0 0 0 0 361 26.8 10 4 5 0
94 1263.3999999999999 8979.000000000062 2 0 0 0 0 0 365 26.8 10 4 5 0
95 1263.3999999999999 9077.400000000063 2 0 0 0 0 0 369 26.8 10 4 5 0
96 1263.3999999999999 9175.800000000065 2 0 0 0 0 0 373 26.8 10 4 5 0
97 1263.3999999999999 9274.200000000066 2 0 0 0 0 0 377 26.8 10 4 5 0
98 1263.3999999999999 9372.600000000068 2 0 0 0 0 0 381 26.8 10 4 5 0
99 1263.3999999999999 9471.00000000007 2 0 0 0 0 0 385 26.8 10 4 5 0
