## dioPeriod = 1.0
## startTime = 1512107917.11
## numMotes = 5
## otfHousekeepingPeriod = 5.0
## _init = True
## slotframeLength = 101
## squareSide = 2.0
## cpuID = None
## sixtopPdrThreshold = 1.5
## slotDuration = 0.9
## sixtopNoHousekeeping = 0
## pkPeriodVar = 0.05
## numCyclesPerRun = 100
## numRuns = 2
## otfThreshold = 8
## sixtopNoRemoveWorstCell = 0
## burstTimestamp = 20
## slotLength = 3000
## simDataDir = simData
## numChans = 16
## minRssi = -97
## noInterference = 0
## _instance = None
## numPacketsBurst = 5
## gui = True
## pkPeriod = 1.0
## combinationKeys = ['numMotes', 'otfThreshold']
## sixtopHousekeepingPeriod = 1.0


# appGenerated appReachesDagroot appRelayed aveHops aveLatency aveQueueDelay awake chargeConsumed collidedTxs cycle droppedAppFailedEnqueue droppedMacRetries droppedNoRoute droppedNoTxCells droppedQueueFull effectiveCollidedTxs idle numRxCells numTx numTxCells otfAdd otfRemove probableCollisions rplChurnParentSet rplChurnPrefParent rplChurnRank rplRxDIO rplTxDIO runNum scheduleCollisions sleep topRxRelocatedCells topTxRelocatedBundles topTxRelocatedCells txQueueFill
            68                28          0   1.000     11.714        30.747    49       6764.780           0     0                       1                 2              0                0                1                    0   22          4    59          4     49         0                  0                 4                  1           43      152       80      0                  0    81                   0                     0                   0          37
           136                60          0   1.000     24.700       120.818    79      14429.520           0     1                      27                 7              0                0               27                    0   43          4   126          4     87         0                  0                 4                  1           93      305      165      0                  0   102                   0                     0                   0          42
           204                98          0   1.000     40.286       207.559   115      22408.060           0     2                      51                11              0                0               51                    0   60          4   193          4    127         0                  0                 4                  1          140      458      250      0                  0   128                   0                     0                   0          44
           271               131          0   1.000     49.656       252.588   137      30125.100           0     3                      75                15              0                0               75                    0   75          4   260          4    166         0                  0                 4                  1          183      611      335      0                  0   159                   0                     0                   0          50
           336               167          0   1.000     56.856       274.693   171      37999.040           0     4                      98                20              0                0               98                    0   91          4   327          4    207         0                  0                 4                  1          226      769      420      0                  0   199                   0                     0                   0          51
           404               205          0   1.000     63.088       289.648   218      46067.000           0     5                     122                26              0                0              122                    0  102          4   395          4    246         0                  0                 4                  1          265      916      500      0                  0   240                   0                     0                   0          51
           472               235          0   1.000     68.106       300.548   254      53716.560           0     6                     153                30              0                0              153                    0  114          4   463          4    280         0                  0                 4                  1          306     1086      585      0                  0   278                   0                     0                   0          54
           540               269          0   1.000     73.037       312.603   289      61485.900           0     7                     183                34              0                0              183                    0  132          4   530          4    311         0                  0                 4                  1          345     1256      670      0                  0   314                   0                     0                   0          54
           608               307          0   1.000     77.541       325.088   311      69464.440           0     8                     207                39              0                0              207                    0  144          4   597          4    349         0                  0                 4                  1          381     1426      755      0                  0   344                   0                     0                   0          55
           675               340          0   1.000     79.494       328.709   336      77181.480           0     9                     235                44              0                0              235                    0  163          4   664          4    386         0                  0                 4                  1          414     1596      840      0                  0   373                   0                     0                   0          56
           740               375          0   1.000     80.947       334.152   364      85003.120           0    10                     262                49              0                0              262                    0  185          4   731          4    422         0                  0                 4                  1          446     1766      925      0                  0   414                   0                     0                   0          54
