## dioPeriod = 1.0
## startTime = 1510971454.91
## numMotes = 13
## otfHousekeepingPeriod = 5.0
## slotframeLength = 101
## squareSide = 2.0
## cpuID = None
## sixtopPdrThreshold = 1.5
## slotDuration = 0.9
## sixtopNoHousekeeping = 0
## pkPeriodVar = 0.05
## numCyclesPerRun = 100
## numRuns = 2
## otfThreshold = 8
## sixtopNoRemoveWorstCell = 0
## burstTimestamp = 20
## slotLength = 3000
## simDataDir = simData
## numChans = 16
## minRssi = -97
## noInterference = 0
## numPacketsBurst = 5
## gui = True
## pkPeriod = 1.0
## combinationKeys = ['numMotes', 'otfThreshold']
## sixtopHousekeepingPeriod = 1.0


# appGenerated appReachesDagroot appRelayed aveHops aveLatency aveQueueDelay awake chargeConsumed collidedTxs cycle droppedAppFailedEnqueue droppedMacRetries droppedNoRoute droppedNoTxCells droppedQueueFull effectiveCollidedTxs idle numRxCells numTx numTxCells otfAdd otfRemove probableCollisions rplChurnParentSet rplChurnPrefParent rplChurnRank rplRxDIO rplTxDIO runNum scheduleCollisions sleep topRxRelocatedCells topTxRelocatedBundles topTxRelocatedCells txQueueFill
          1026                51          6   1.078     43.176       352.881    47      17260.480           0     0                     843                12              0                0              895                    0   11         18   125         18     90         1                  0                12                  0           68      384      104      1                  0   135                   0                     0                   0         120
          2137               105          6   1.057     83.562       673.069    89      35935.500           0     1                    1885                27              0                0             1999                    0   37         18   266         18    181         1                  0                12                  0          156      768      208      1                  0   220                   0                     0                   0         120
          3248               159          6   1.038    104.667       877.252   139      54588.580           0     2                    2927                42              0                0             3106                    0   57         18   405         18    274         1                  0                12                  0          236     1152      312      1                  0   336                   0                     0                   0         120
          4359               213          6   1.028    116.155       982.521   191      72995.340           0     3                    3968                58              0                0             4209                    0   74         18   543         18    360         1                  0                12                  0          308     1536      416      1                  0   440                   0                     0                   0         120
          5470               272          6   1.022    122.312      1035.659   244      91879.560           0     4                    5004                74              0                0             5306                    0   92         18   684         18    455         1                  0                12                  0          368     1872      507      1                  0   537                   0                     0                   0         120
          6581               333          6   1.018    125.751      1054.906   315     111286.780           0     5                    6038                90              0                0             6409                    0  106         18   825         18    548         1                  0                12                  0          432     2256      611      1                  0   644                   0                     0                   0         120
          7692               390          6   1.015    127.505      1060.636   374     130044.460           0     6                    7077               105              0                0             7512                    0  123         18   964         18    641         1                  0                12                  0          495     2640      715      1                  0   757                   0                     0                   0         120
          8803               445          6   1.013    129.157      1070.822   432     148555.820           0     7                    8118               120              0                0             8616                    0  149         18  1102         18    730         1                  0                12                  0          554     3024      819      1                  0   848                   0                     0                   0         120
          9914               502          6   1.012    130.729      1082.230   484     167141.420           0     8                    9157               135              0                0             9714                    0  167         18  1242         18    819         1                  0                12                  0          604     3360      910      1                  0   949                   0                     0                   0         120
         11025               559          6   1.011    131.725      1087.457   542     186062.760           0     9                   10194               152              0                0            10813                    0  185         18  1384         18    915         1                  0                12                  0          658     3744     1014      1                  0  1057                   0                     0                   0         120
         12136               614          6   1.010    132.692      1093.947   611     204700.660           0    10                   11235               167              0                0            11916                    0  207         18  1524         18   1002         1                  0                12                  0          715     4128     1118      1                  0  1175                   0                     0                   0         120
         13247               670          6   1.009    133.690      1101.526   670     223249.140           0    11                   12275               182              0                0            13017                    0  225         18  1663         18   1091         1                  0                12                  0          769     4512     1222      1                  0  1301                   0                     0                   0         120
         14358               727          6   1.008    134.402      1108.152   726     241551.300           0    12                   13314               197              0                0            14113                    0  248         18  1801         18   1185         1                  0                12                  0          812     4848     1313      1                  0  1422                   0                     0                   0         120
         15469               786          6   1.008    135.229      1114.601   766     260629.540           0    13                   14350               213              0                0            15212                    0  261         18  1943         18   1270         1                  0                12                  0          860     5232     1417      1                  0  1488                   0                     0                   0         120
         16580               842          6   1.007    135.576      1115.679   834     279409.160           0    14                   15388               230              0                0            16312                    0  281         18  2084         18   1364         1                  0                12                  0          908     5616     1521      1                  0  1595                   0                     0                   0         120
         17691               901          6   1.007    135.990      1116.368   896     298323.740           0    15                   16425               245              0                0            17414                    0  296         18  2223         18   1453         1                  0                12                  0          953     6000     1625      1                  0  1698                   0                     0                   0         120
         18802               954          6   1.006    136.257      1116.322   964     316782.800           0    16                   17468               260              0                0            18521                    0  317         18  2361         18   1543         1                  0                12                  0         1009     6384     1729      1                  0  1803                   0                     0                   0         120
         19913              1014          6   1.006    136.720      1117.776  1030     336085.420           0    17                   18504               275              0                0            19625                    0  345         18  2502         18   1640         1                  0                12                  0         1052     6720     1820      1                  0  1910                   0                     0                   0         120
         21024              1072          6   1.006    136.902      1118.668  1098     355074.240           0    18                   19541               291              0                0            20726                    0  363         18  2643         18   1731         1                  0                12                  0         1099     7104     1924      1                  0  2019                   0                     0                   0         120
         22135              1124          6   1.005    137.254      1121.615  1157     373675.020           0    19                   20584               307              0                0            21835                    0  384         18  2782         18   1818         1                  0                12                  0         1146     7488     2028      1                  0  2131                   0                     0                   0         120
         23246              1179          6   1.005    137.753      1125.646  1224     391924.880           0    20                   21625               322              0                0            22934                    0  400         18  2920         18   1910         1                  0                12                  0         1188     7872     2132      1                  0  2244                   0                     0                   0         120
         24357              1240          6   1.005    137.980      1127.127  1282     410876.580           0    21                   22660               337              0                0            24031                    0  419         18  3060         18   2001         1                  0                12                  0         1228     8208     2223      1                  0  2351                   0                     0                   0         120
         25468              1298          6   1.005    137.824      1124.811  1324     430111.720           0    22                   23697               353              0                0            25135                    0  432         18  3202         18   2091         1                  0                12                  0         1268     8592     2327      1                  0  2416                   0                     0                   0         120
         26579              1354          6   1.004    137.951      1124.827  1392     448958.820           0    23                   24735               370              0                0            26238                    0  446         18  3342         18   2186         1                  0                12                  0         1315     8976     2431      1                  0  2529                   0                     0                   0         120
         27690              1412          6   1.004    138.177      1125.730  1455     467978.000           0    24                   25773               385              0                0            27344                    0  457         18  3481         18   2278         1                  0                12                  0         1358     9360     2535      1                  0  2634                   0                     0                   0         120
         28801              1467          6   1.004    138.278      1126.624  1514     486384.760           0    25                   26814               400              0                0            28446                    0  471         18  3619         18   2367         1                  0                12                  0         1395     9696     2626      1                  0  2754                   0                     0                   0         120
         29912              1528          6   1.004    138.373      1126.964  1571     505358.400           0    26                   27849               415              0                0            29540                    0  484         18  3761         18   2462         1                  0                12                  0         1430    10080     2730      1                  0  2854                   0                     0                   0         120
         31023              1582          6   1.004    138.350      1127.315  1639     524190.320           0    27                   28890               431              0                0            30646                    0  506         18  3902         18   2555         1                  0                12                  0         1467    10464     2834      1                  0  2956                   0                     0                   0         120
         32134              1638          6   1.004    138.652      1130.034  1691     542634.200           0    28                   29929               447              0                0            31744                    0  526         18  4041         18   2644         1                  0                12                  0         1500    10848     2938      1                  0  3082                   0                     0                   0         120
         33245              1692          6   1.004    138.822      1132.451  1753     561145.560           0    29                   30971               462              0                0            32850                    0  548         18  4179         18   2730         1                  0                12                  0         1538    11232     3042      1                  0  3195                   0                     0                   0         120
         34356              1751          6   1.003    139.014      1134.373  1814     580134.380           0    30                   32008               477              0                0            33950                    0  566         18  4320         18   2822         1                  0                12                  0         1571    11568     3133      1                  0  3310                   0                     0                   0         120
