cycle chargeConsumedActive chargeConsumedIdle packetsgenerated PacketsReachedTheDAGROOT droppedNoRoute droppedNoTxCells droppedQueueFull droppedMacRetries idleListening AverageQueueDelay numTx numRxCells numTxCells aveHops
45 413.08 1033.2000000000005 2 0 0 0 0 0 42 27.5 4 1 2 0
46 413.08 1057.8000000000004 2 0 0 0 0 0 43 27.5 4 1 2 0
47 413.08 1082.4000000000003 2 0 0 0 0 0 44 27.5 4 1 2 0
48 413.08 1107.0000000000002 2 0 0 0 0 0 45 27.5 4 1 2 0
49 413.08 1131.6000000000001 2 0 0 0 0 0 46 27.5 4 1 2 0
50 413.08 1156.2 2 0 0 0 0 0 47 27.5 4 1 2 0
51 413.08 1180.8 2 0 0 0 0 0 48 27.5 4 1 2 0
52 413.08 1205.3999999999999 2 0 0 0 0 0 49 27.5 4 1 2 0
53 413.08 1229.9999999999998 2 0 0 0 0 0 50 27.5 4 1 2 0
54 413.08 1254.5999999999997 2 0 0 0 0 0 51 27.5 4 1 2 0
55 413.08 1279.1999999999996 2 0 0 0 0 0 52 27.5 4 1 2 0
56 413.08 1303.7999999999995 2 0 0 0 0 0 53 27.5 4 1 2 0
57 413.08 1328.3999999999994 2 0 0 0 0 0 54 27.5 4 1 2 0
58 413.08 1352.9999999999993 2 0 0 0 0 0 55 27.5 4 1 2 0
59 413.08 1377.5999999999992 2 0 0 0 0 0 56 27.5 4 1 2 0
60 413.08 1402.1999999999991 2 0 0 0 0 0 57 27.5 4 1 2 0
61 413.08 1426.799999999999 2 0 0 0 0 0 58 27.5 4 1 2 0
62 413.08 1451.399999999999 2 0 0 0 0 0 59 27.5 4 1 2 0
63 413.08 1475.9999999999989 2 0 0 0 0 0 60 27.5 4 1 2 0
64 413.08 1500.5999999999988 2 0 0 0 0 0 61 27.5 4 1 2 0
65 413.08 1525.1999999999987 2 0 0 0 0 0 62 27.5 4 1 2 0
66 413.08 1549.7999999999986 2 0 0 0 0 0 63 27.5 4 1 2 0
67 413.08 1574.3999999999985 2 0 0 0 0 0 64 27.5 4 1 2 0
68 413.08 1598.9999999999984 2 0 0 0 0 0 65 27.5 4 1 2 0
69 413.08 1623.5999999999983 2 0 0 0 0 0 66 27.5 4 1 2 0
70 413.08 1648.1999999999982 2 0 0 0 0 0 67 27.5 4 1 2 0
71 413.08 1672.7999999999981 2 0 0 0 0 0 68 27.5 4 1 2 0
72 413.08 1697.399999999998 2 0 0 0 0 0 69 27.5 4 1 2 0
73 413.08 1721.999999999998 2 0 0 0 0 0 70 27.5 4 1 2 0
74 413.08 1746.5999999999979 2 0 0 0 0 0 71 27.5 4 1 2 0
75 413.08 1771.1999999999978 2 0 0 0 0 0 72 27.5 4 1 2 0
76 413.08 1795.7999999999977 2 0 0 0 0 0 73 27.5 4 1 2 0
77 413.08 1820.3999999999976 2 0 0 0 0 0 74 27.5 4 1 2 0
78 413.08 1844.9999999999975 2 0 0 0 0 0 75 27.5 4 1 2 0
79 413.08 1869.5999999999974 2 0 0 0 0 0 76 27.5 4 1 2 0
80 413.08 1894.1999999999973 2 0 0 0 0 0 77 27.5 4 1 2 0
81 413.08 1918.7999999999972 2 0 0 0 0 0 78 27.5 4 1 2 0
82 413.08 1943.3999999999971 2 0 0 0 0 0 79 27.5 4 1 2 0
83 413.08 1967.999999999997 2 0 0 0 0 0 80 27.5 4 1 2 0
84 413.08 1992.599999999997 2 0 0 0 0 0 81 27.5 4 1 2 0
85 413.08 2017.1999999999969 2 0 0 0 0 0 82 27.5 4 1 2 0
86 413.08 2041.7999999999968 2 0 0 0 0 0 83 27.5 4 1 2 0
87 413.08 2066.399999999997 2 0 0 0 0 0 84 27.5 4 1 2 0
88 413.08 2090.999999999997 2 0 0 0 0 0 85 27.5 4 1 2 0
89 413.08 2115.5999999999967 2 0 0 0 0 0 86 27.5 4 1 2 0
90 413.08 2140.1999999999966 2 0 0 0 0 0 87 27.5 4 1 2 0
91 413.08 2164.7999999999965 2 0 0 0 0 0 88 27.5 4 1 2 0
92 413.08 2189.3999999999965 2 0 0 0 0 0 89 27.5 4 1 2 0
93 413.08 2213.9999999999964 2 0 0 0 0 0 90 27.5 4 1 2 0
94 413.08 2238.5999999999963 2 0 0 0 0 0 91 27.5 4 1 2 0
95 413.08 2263.199999999996 2 0 0 0 0 0 92 27.5 4 1 2 0
96 413.08 2287.799999999996 2 0 0 0 0 0 93 27.5 4 1 2 0
97 413.08 2312.399999999996 2 0 0 0 0 0 94 27.5 4 1 2 0
98 413.08 2336.999999999996 2 0 0 0 0 0 95 27.5 4 1 2 0
99 413.08 2361.599999999996 2 0 0 0 0 0 96 27.5 4 1 2 0
