cycle chargeConsumedActive chargeConsumedIdle packetsgenerated PacketsReachedTheDAGROOT droppedNoRoute droppedNoTxCells droppedQueueFull droppedMacRetries idleListening AverageQueueDelay numTx numRxCells numTxCells aveHops
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 615.0000000000002 0 0 0 0 0 0 25 0 0 50 0 0
2 3691.200000000003 664.2000000000003 0 48 0 0 0 0 27 0 0 50 0 1.0833333333333333
3 3768.100000000003 1869.5999999999974 0 49 0 0 0 0 76 0 0 50 0 1.1020408163265305
4 3768.100000000003 3099.599999999993 0 49 0 0 0 0 126 0 0 50 0 1.1020408163265305
5 3768.100000000003 4329.599999999993 0 49 0 0 0 0 176 0 0 50 0 1.1020408163265305
6 7459.299999999987 4378.799999999994 0 97 0 0 0 0 178 0 0 50 0 1.092783505154639
7 7536.199999999987 5584.200000000012 0 98 0 0 0 0 227 0 0 50 0 1.1020408163265305
8 7536.199999999987 6814.20000000003 0 98 0 0 0 0 277 0 0 50 0 1.1020408163265305
9 7536.199999999987 8044.200000000048 0 98 0 0 0 0 327 0 0 50 0 1.1020408163265305
10 7536.199999999987 9274.200000000066 0 98 0 0 0 0 377 0 0 50 0 1.1020408163265305
11 7536.199999999987 10504.200000000084 0 98 0 0 0 0 427 0 0 50 0 1.1020408163265305
12 7536.199999999987 11734.200000000103 0 98 0 0 0 0 477 0 0 50 0 1.1020408163265305
13 7536.199999999987 12964.20000000012 0 98 0 0 0 0 527 0 0 50 0 1.1020408163265305
14 7536.199999999987 14194.200000000139 0 98 0 0 0 0 577 0 0 50 0 1.1020408163265305
15 7536.199999999987 15424.200000000157 0 98 0 0 0 0 627 0 0 50 0 1.1020408163265305
16 7536.199999999987 16654.200000000157 0 98 0 0 0 0 677 0 0 50 0 1.1020408163265305
17 7536.199999999987 17884.200000000084 0 98 0 0 0 0 727 0 0 50 0 1.1020408163265305
18 7536.199999999987 19114.20000000001 0 98 0 0 0 0 777 0 0 50 0 1.1020408163265305
19 7536.199999999987 20344.19999999994 0 98 0 0 0 0 827 0 0 50 0 1.1020408163265305
20 7536.199999999987 21574.199999999866 0 98 0 0 0 0 877 0 0 50 0 1.1020408163265305
21 7536.199999999987 22804.199999999793 0 98 0 0 0 0 927 0 0 50 0 1.1020408163265305
22 7536.199999999987 24034.19999999972 0 98 0 0 0 0 977 0 0 50 0 1.1020408163265305
23 7536.199999999987 25264.199999999648 0 98 0 0 0 0 1027 0 0 50 0 1.1020408163265305
24 7536.199999999987 26494.199999999575 0 98 0 0 0 0 1077 0 0 50 0 1.1020408163265305
25 7536.199999999987 27724.199999999502 0 98 0 0 0 0 1127 0 0 50 0 1.1020408163265305
26 7536.199999999987 28954.19999999943 0 98 0 0 0 0 1177 0 0 50 0 1.1020408163265305
27 7536.199999999987 30184.199999999357 0 98 0 0 0 0 1227 0 0 50 0 1.1020408163265305
28 7536.199999999987 31414.199999999284 0 98 0 0 0 0 1277 0 0 50 0 1.1020408163265305
29 7536.199999999987 32644.19999999921 0 98 0 0 0 0 1327 0 0 50 0 1.1020408163265305
30 7536.199999999987 33874.19999999914 0 98 0 0 0 0 1377 0 0 50 0 1.1020408163265305
31 7536.199999999987 35104.199999999066 0 98 0 0 0 0 1427 0 0 50 0 1.1020408163265305
32 7536.199999999987 36334.19999999899 0 98 0 0 0 0 1477 0 0 50 0 1.1020408163265305
33 7536.199999999987 37564.19999999892 0 98 0 0 0 0 1527 0 0 50 0 1.1020408163265305
34 7536.199999999987 38794.19999999885 0 98 0 0 0 0 1577 0 0 50 0 1.1020408163265305
35 7536.199999999987 40024.199999998775 0 98 0 0 0 0 1627 0 0 50 0 1.1020408163265305
36 7536.199999999987 41254.1999999987 0 98 0 0 0 0 1677 0 0 50 0 1.1020408163265305
37 7536.199999999987 42484.19999999863 0 98 0 0 0 0 1727 0 0 50 0 1.1020408163265305
38 7536.199999999987 43714.19999999856 0 98 0 0 0 0 1777 0 0 50 0 1.1020408163265305
39 7536.199999999987 44944.199999998484 0 98 0 0 0 0 1827 0 0 50 0 1.1020408163265305
40 7536.199999999987 46174.19999999841 0 98 0 0 0 0 1877 0 0 50 0 1.1020408163265305
41 7536.199999999987 47404.19999999834 0 98 0 0 0 0 1927 0 0 50 0 1.1020408163265305
42 7536.199999999987 48634.199999998265 0 98 0 0 0 0 1977 0 0 50 0 1.1020408163265305
43 7536.199999999987 49864.19999999819 0 98 0 0 0 0 2027 0 0 50 0 1.1020408163265305
44 7536.199999999987 51094.19999999812 0 98 0 0 0 0 2077 0 0 50 0 1.1020408163265305
45 7536.199999999987 52324.19999999805 0 98 0 0 0 0 2127 0 0 50 0 1.1020408163265305
46 7536.199999999987 53554.199999997974 0 98 0 0 0 0 2177 0 0 50 0 1.1020408163265305
47 7536.199999999987 54784.1999999979 0 98 0 0 0 0 2227 0 0 50 0 1.1020408163265305
48 7536.199999999987 56014.19999999783 0 98 0 0 0 0 2277 0 0 50 0 1.1020408163265305
49 7536.199999999987 57244.199999997756 0 98 0 0 0 0 2327 0 0 50 0 1.1020408163265305
50 7536.199999999987 58474.19999999768 0 98 0 0 0 0 2377 0 0 50 0 1.1020408163265305
51 7536.199999999987 59704.19999999761 0 98 0 0 0 0 2427 0 0 50 0 1.1020408163265305
52 7536.199999999987 60934.19999999754 0 98 0 0 0 0 2477 0 0 50 0 1.1020408163265305
53 7536.199999999987 62164.199999997465 0 98 0 0 0 0 2527 0 0 50 0 1.1020408163265305
54 7536.199999999987 63394.19999999739 0 98 0 0 0 0 2577 0 0 50 0 1.1020408163265305
55 7536.199999999987 64624.19999999732 0 98 0 0 0 0 2627 0 0 50 0 1.1020408163265305
56 7536.199999999987 65854.19999999733 0 98 0 0 0 0 2677 0 0 50 0 1.1020408163265305
57 7536.199999999987 67084.19999999763 0 98 0 0 0 0 2727 0 0 50 0 1.1020408163265305
58 7536.199999999987 68314.19999999792 0 98 0 0 0 0 2777 0 0 50 0 1.1020408163265305
59 7536.199999999987 69544.1999999982 0 98 0 0 0 0 2827 0 0 50 0 1.1020408163265305
60 7536.199999999987 70774.1999999985 0 98 0 0 0 0 2877 0 0 50 0 1.1020408163265305
61 7536.199999999987 72004.19999999879 0 98 0 0 0 0 2927 0 0 50 0 1.1020408163265305
62 7536.199999999987 73234.19999999908 0 98 0 0 0 0 2977 0 0 50 0 1.1020408163265305
63 7536.199999999987 74464.19999999937 0 98 0 0 0 0 3027 0 0 50 0 1.1020408163265305
64 7536.199999999987 75694.19999999966 0 98 0 0 0 0 3077 0 0 50 0 1.1020408163265305
65 7536.199999999987 76924.19999999995 0 98 0 0 0 0 3127 0 0 50 0 1.1020408163265305
66 7536.199999999987 78154.20000000024 0 98 0 0 0 0 3177 0 0 50 0 1.1020408163265305
67 7536.199999999987 79384.20000000054 0 98 0 0 0 0 3227 0 0 50 0 1.1020408163265305
68 7536.199999999987 80614.20000000083 0 98 0 0 0 0 3277 0 0 50 0 1.1020408163265305
69 7536.199999999987 81844.20000000112 0 98 0 0 0 0 3327 0 0 50 0 1.1020408163265305
70 7536.199999999987 83074.20000000141 0 98 0 0 0 0 3377 0 0 50 0 1.1020408163265305
71 7536.199999999987 84304.2000000017 0 98 0 0 0 0 3427 0 0 50 0 1.1020408163265305
72 7536.199999999987 85534.20000000199 0 98 0 0 0 0 3477 0 0 50 0 1.1020408163265305
73 7536.199999999987 86764.20000000228 0 98 0 0 0 0 3527 0 0 50 0 1.1020408163265305
74 7536.199999999987 87994.20000000257 0 98 0 0 0 0 3577 0 0 50 0 1.1020408163265305
75 7536.199999999987 89224.20000000286 0 98 0 0 0 0 3627 0 0 50 0 1.1020408163265305
76 7536.199999999987 90454.20000000315 0 98 0 0 0 0 3677 0 0 50 0 1.1020408163265305
77 7536.199999999987 91684.20000000345 0 98 0 0 0 0 3727 0 0 50 0 1.1020408163265305
78 7536.199999999987 92914.20000000374 0 98 0 0 0 0 3777 0 0 50 0 1.1020408163265305
79 7536.199999999987 94144.20000000403 0 98 0 0 0 0 3827 0 0 50 0 1.1020408163265305
80 7536.199999999987 95374.20000000432 0 98 0 0 0 0 3877 0 0 50 0 1.1020408163265305
81 7536.199999999987 96604.20000000461 0 98 0 0 0 0 3927 0 0 50 0 1.1020408163265305
82 7536.199999999987 97834.2000000049 0 98 0 0 0 0 3977 0 0 50 0 1.1020408163265305
83 7536.199999999987 99064.20000000519 0 98 0 0 0 0 4027 0 0 50 0 1.1020408163265305
84 7536.199999999987 100294.20000000548 0 98 0 0 0 0 4077 0 0 50 0 1.1020408163265305
85 7536.199999999987 101524.20000000577 0 98 0 0 0 0 4127 0 0 50 0 1.1020408163265305
86 7536.199999999987 102754.20000000607 0 98 0 0 0 0 4177 0 0 50 0 1.1020408163265305
87 7536.199999999987 103984.20000000636 0 98 0 0 0 0 4227 0 0 50 0 1.1020408163265305
88 7536.199999999987 105214.20000000665 0 98 0 0 0 0 4277 0 0 50 0 1.1020408163265305
89 7536.199999999987 106444.20000000694 0 98 0 0 0 0 4327 0 0 50 0 1.1020408163265305
90 7536.199999999987 107674.20000000723 0 98 0 0 0 0 4377 0 0 50 0 1.1020408163265305
91 7536.199999999987 108904.20000000752 0 98 0 0 0 0 4427 0 0 50 0 1.1020408163265305
92 7536.199999999987 110134.20000000781 0 98 0 0 0 0 4477 0 0 50 0 1.1020408163265305
93 7536.199999999987 111364.2000000081 0 98 0 0 0 0 4527 0 0 50 0 1.1020408163265305
94 7536.199999999987 112594.2000000084 0 98 0 0 0 0 4577 0 0 50 0 1.1020408163265305
95 7536.199999999987 113824.20000000868 0 98 0 0 0 0 4627 0 0 50 0 1.1020408163265305
96 7536.199999999987 115054.20000000898 0 98 0 0 0 0 4677 0 0 50 0 1.1020408163265305
