cycle chargeConsumedActive chargeConsumedIdle packetsgenerated PacketsReachedTheDAGROOT droppedNoRoute droppedNoTxCells droppedQueueFull droppedMacRetries idleListening AverageQueueDelay numTx numRxCells numTxCells aveHops
69 1263.3999999999999 6519.0000000000255 2 0 0 0 0 0 265 42.0 10 4 4 0
70 1263.3999999999999 6617.400000000027 2 0 0 0 0 0 269 42.0 10 4 4 0
71 1263.3999999999999 6715.800000000028 2 0 0 0 0 0 273 42.0 10 4 4 0
72 1263.3999999999999 6814.20000000003 2 0 0 0 0 0 277 42.0 10 4 4 0
73 1263.3999999999999 6912.600000000031 2 0 0 0 0 0 281 42.0 10 4 4 0
74 1263.3999999999999 7011.000000000033 2 0 0 0 0 0 285 42.0 10 4 4 0
75 1263.3999999999999 7109.400000000034 2 0 0 0 0 0 289 42.0 10 4 4 0
76 1263.3999999999999 7207.800000000036 2 0 0 0 0 0 293 42.0 10 4 4 0
77 1263.3999999999999 7306.200000000037 2 0 0 0 0 0 297 42.0 10 4 4 0
78 1263.3999999999999 7404.600000000039 2 0 0 0 0 0 301 42.0 10 4 4 0
79 1263.3999999999999 7503.00000000004 2 0 0 0 0 0 305 42.0 10 4 4 0
80 1263.3999999999999 7601.4000000000415 2 0 0 0 0 0 309 42.0 10 4 4 0
81 1263.3999999999999 7699.800000000043 2 0 0 0 0 0 313 42.0 10 4 4 0
82 1263.3999999999999 7798.200000000044 2 0 0 0 0 0 317 42.0 10 4 4 0
83 1263.3999999999999 7896.600000000046 2 0 0 0 0 0 321 42.0 10 4 4 0
84 1263.3999999999999 7995.000000000047 2 0 0 0 0 0 325 42.0 10 4 4 0
85 1263.3999999999999 8093.400000000049 2 0 0 0 0 0 329 42.0 10 4 4 0
86 1263.3999999999999 8191.80000000005 2 0 0 0 0 0 333 42.0 10 4 4 0
87 1263.3999999999999 8290.200000000052 2 0 0 0 0 0 337 42.0 10 4 4 0
88 1263.3999999999999 8388.600000000053 2 0 0 0 0 0 341 42.0 10 4 4 0
89 1263.3999999999999 8487.000000000055 2 0 0 0 0 0 345 42.0 10 4 4 0
90 1263.3999999999999 8585.400000000056 2 0 0 0 0 0 349 42.0 10 4 4 0
91 1263.3999999999999 8683.800000000057 2 0 0 0 0 0 353 42.0 10 4 4 0
92 1263.3999999999999 8782.200000000059 2 0 0 0 0 0 357 42.0 10 4 4 0
93 1263.3999999999999 8880.60000000006 2 0 0 0 0 0 361 42.0 10 4 4 0
94 1263.3999999999999 8979.000000000062 2 0 0 0 0 0 365 42.0 10 4 4 0
95 1263.3999999999999 9077.400000000063 2 0 0 0 0 0 369 42.0 10 4 4 0
96 1263.3999999999999 9175.800000000065 2 0 0 0 0 0 373 42.0 10 4 4 0
97 1263.3999999999999 9274.200000000066 2 0 0 0 0 0 377 42.0 10 4 4 0
98 1263.3999999999999 9372.600000000068 2 0 0 0 0 0 381 42.0 10 4 4 0
99 1263.3999999999999 9471.00000000007 2 0 0 0 0 0 385 42.0 10 4 4 0
