## dioPeriod = 1.0
## burstTimestamp = 20
## minRssi = -97
## numMotes = 7
## otfHousekeepingPeriod = 5.0
## sixtopNoRemoveWorstCell = 0
## simDataDir = simData
## numChans = 16
## slotframeLength = 101
## squareSide = 2.0
## cpuID = None
## sixtopPdrThreshold = 1.5
## pkPeriod = 1.0
## sixtopHousekeepingPeriod = 1.0
## sixtopNoHousekeeping = 0
## pkPeriodVar = 0.05
## numCyclesPerRun = 100
## startTime = 1511094452.81
## slotDuration = 0.9
## numRuns = 2
## combinationKeys = ['numMotes', 'otfThreshold']
## gui = True
## numPacketsBurst = 5
## otfThreshold = 1
## noInterference = 0
## slotLength = 3000


# appGenerated appReachesDagroot appRelayed aveHops aveLatency aveQueueDelay awake chargeConsumed collidedTxs cycle droppedAppFailedEnqueue droppedMacRetries droppedNoRoute droppedNoTxCells droppedQueueFull effectiveCollidedTxs idle numRxCells numTx numTxCells otfAdd otfRemove probableCollisions rplChurnParentSet rplChurnPrefParent rplChurnRank rplRxDIO rplTxDIO runNum scheduleCollisions sleep topRxRelocatedCells topTxRelocatedBundles topTxRelocatedCells txQueueFill
            33                15          0   1.000     19.333        39.089   159       3069.200           0     0                       0                 0              0                0                0                    0   44          3    25          3     19         0                  0                 3                  0            8       50       40      0                  0   104                   0                     0                   0          18
            60                36          0   1.000     22.333        44.667   228       6939.520           0     1                       4                 1              0                0                4                    0   66          3    56          3     38         0                  0                 3                  0           18      100       80      0                  0   158                   0                     0                   0          19
            87                57          0   1.000     19.088        38.334   283      10809.840           0     2                      11                 3              0                0               11                    0   82          3    87          3     57         0                  0                 3                  0           28      150      120      0                  0   194                   0                     0                   0          16
           114                75          0   1.000     17.200        34.526   338      14458.440           0     3                      18                 6              0                0               18                    0   93          3   117          3     74         0                  0                 3                  0           36      200      160      0                  0   223                   0                     0                   0          15
           141                94          0   1.000     15.266        30.532   413      18069.920           0     4                      25                 8              0                0               25                    0  112          3   146          3     92         0                  0                 3                  0           43      250      200      0                  0   266                   0                     0                   0          14
           168               112          0   1.000     13.696        27.393   468      21564.280           0     5                      32                10              0                0               32                    0  137          3   174          3    110         0                  0                 3                  0           46      300      240      0                  0   307                   0                     0                   0          14
           198               130          0   1.000     12.546        25.092   532      25058.640           0     6                      39                12              0                0               39                    0  163          3   202          3    128         0                  0                 3                  0           49      350      280      0                  0   350                   0                     0                   0          17
           225               148          0   1.000     11.662        23.324   593      28553.000           0     7                      46                14              0                0               46                    0  181          3   230          3    148         0                  0                 3                  0           52      400      320      0                  0   396                   0                     0                   0          17
           252               166          0   1.000     10.958        21.916   661      32047.360           0     8                      53                16              0                0               53                    0  198          3   258          3    166         0                  0                 3                  0           54      450      360      0                  0   438                   0                     0                   0          17
           279               184          0   1.000     10.380        20.761   755      35541.720           0     9                      61                18              0                0               61                    0  231          3   286          3    184         0                  0                 3                  0           55      500      400      0                  0   500                   0                     0                   0          16
